Producto,Tamaño,Precio,Cantidad,Fecha
Americano,Chico,30,1,2023-09-29
Frapuchino,Mediano,60,3,2023-09-29
Americano,Mediano,40,1,2023-09-30
Moka,Mediano,50,2,2023-10-01
Chai,Grande,60,1,2023-09-25
Chai,Grande,60,3,2023-09-28
Chai,Grande,60,3,2023-10-01
Chai,Mediano,50,2,2023-09-26
Chai,Chico,40,3,2023-09-29
Chai,Grande,60,1,2023-09-29
Capuchino,Mediano,50,1,2023-09-30
Americano,Mediano,40,1,2023-10-02
Frapuchino,Chico,50,1,2023-09-27
Capuchino,Grande,60,3,2023-10-01
Moka,Chico,40,2,2023-09-30
Moka,Mediano,50,3,2023-09-27
Moka,Grande,60,2,2023-09-30
Capuchino,Mediano,50,1,2023-09-25
Capuchino,Chico,40,2,2023-09-29
Americano,Grande,50,3,2023-09-25
Americano,Grande,50,3,2023-09-26
Moka,Chico,40,2,2023-09-29
Chai,Chico,40,2,2023-10-02
Capuchino,Mediano,50,3,2023-09-29
Capuchino,Mediano,50,3,2023-09-26
Americano,Chico,30,1,2023-09-29
Frapuchino,Mediano,60,3,2023-09-25
Moka,Mediano,50,1,2023-10-01
Frapuchino,Chico,50,2,2023-10-02
Frapuchino,Mediano,60,1,2023-09-27
Capuchino,Grande,60,1,2023-09-29
Moka,Mediano,50,3,2023-09-28
Moka,Grande,60,3,2023-10-02
Frapuchino,Chico,50,2,2023-09-28
Capuchino,Chico,40,3,2023-09-27
Frapuchino,Chico,50,3,2023-09-27
Moka,Grande,60,2,2023-09-27
Capuchino,Grande,60,2,2023-09-27
Capuchino,Mediano,50,1,2023-09-28
Americano,Mediano,40,3,2023-09-29
Americano,Chico,30,3,2023-09-27
Moka,Grande,60,2,2023-10-01
Chai,Chico,40,2,2023-09-25
Frapuchino,Grande,70,1,2023-09-27
Americano,Chico,30,2,2023-09-27
Americano,Chico,30,1,2023-09-25
Chai,Grande,60,2,2023-09-27
Chai,Mediano,50,1,2023-10-01
Americano,Chico,30,2,2023-09-28
Americano,Chico,30,2,2023-09-27
Frapuchino,Mediano,60,3,2023-09-28
Americano,Mediano,40,2,2023-09-30
Moka,Mediano,50,2,2023-09-25
Americano,Chico,30,2,2023-09-26
Moka,Chico,40,1,2023-10-02
Chai,Chico,40,2,2023-09-28
Frapuchino,Grande,70,1,2023-09-26
Chai,Chico,40,2,2023-10-02
Capuchino,Mediano,50,1,2023-09-25
Capuchino,Chico,40,3,2023-09-30
Chai,Grande,60,1,2023-09-28
Chai,Chico,40,2,2023-09-27
Americano,Chico,30,3,2023-10-02
Frapuchino,Mediano,60,1,2023-10-01
Americano,Grande,50,3,2023-09-29
Americano,Mediano,40,3,2023-09-26
Capuchino,Chico,40,2,2023-09-28
Americano,Chico,30,1,2023-09-27
Americano,Grande,50,2,2023-09-28
Capuchino,Grande,60,3,2023-09-26
Frapuchino,Grande,70,3,2023-09-29
Moka,Mediano,50,2,2023-10-01
Capuchino,Mediano,50,2,2023-10-01
Chai,Grande,60,3,2023-09-25
Chai,Grande,60,2,2023-09-26
Americano,Mediano,40,2,2023-09-28
Chai,Grande,60,2,2023-09-25
Chai,Chico,40,2,2023-09-26
Moka,Chico,40,3,2023-09-30
Capuchino,Grande,60,1,2023-09-29
Capuchino,Mediano,50,3,2023-10-01
Americano,Grande,50,3,2023-09-26
Chai,Grande,60,2,2023-10-01
Chai,Chico,40,2,2023-09-30
Chai,Chico,40,2,2023-10-02
Moka,Chico,40,2,2023-10-02
Moka,Grande,60,1,2023-10-01
Chai,Chico,40,2,2023-09-25
Americano,Mediano,40,2,2023-09-29
Capuchino,Grande,60,2,2023-09-27
Capuchino,Grande,60,2,2023-10-02
Chai,Mediano,50,2,2023-09-30
Moka,Mediano,50,1,2023-10-01
Chai,Chico,40,1,2023-10-01
Americano,Grande,50,1,2023-09-30
Chai,Mediano,50,1,2023-09-26
Frapuchino,Mediano,60,2,2023-09-30
Chai,Grande,60,2,2023-09-26
Moka,Chico,40,2,2023-10-02
Americano,Grande,50,2,2023-10-01
Frapuchino,Mediano,60,3,2023-10-02
Americano,Grande,50,3,2023-09-28
Capuchino,Grande,60,3,2023-09-28
Chai,Chico,40,2,2023-09-27
Americano,Chico,30,2,2023-10-02
Americano,Grande,50,3,2023-09-26
Chai,Grande,60,2,2023-09-25
Americano,Grande,50,1,2023-09-26
Americano,Chico,30,3,2023-09-30
Frapuchino,Chico,50,2,2023-09-28
Moka,Chico,40,2,2023-09-27
Capuchino,Mediano,50,2,2023-09-28
Capuchino,Mediano,50,2,2023-10-02
Capuchino,Grande,60,2,2023-09-29
Frapuchino,Chico,50,3,2023-09-28
Moka,Chico,40,2,2023-09-29
Frapuchino,Mediano,60,2,2023-10-01
Frapuchino,Chico,50,3,2023-09-30
Moka,Chico,40,2,2023-09-25
Chai,Mediano,50,1,2023-09-25
Frapuchino,Chico,50,2,2023-10-02
Capuchino,Grande,60,2,2023-09-26
Chai,Grande,60,1,2023-09-26
Chai,Mediano,50,1,2023-09-28
Capuchino,Chico,40,3,2023-09-26
Chai,Mediano,50,1,2023-10-02
Frapuchino,Mediano,60,3,2023-09-25
Frapuchino,Chico,50,2,2023-10-01
Moka,Grande,60,3,2023-09-29
Capuchino,Mediano,50,1,2023-09-26
Americano,Grande,50,2,2023-09-25
Americano,Grande,50,2,2023-09-25
Frapuchino,Chico,50,3,2023-09-29
Moka,Grande,60,2,2023-10-02
Americano,Chico,30,3,2023-09-27
Americano,Grande,50,3,2023-09-28
Frapuchino,Chico,50,1,2023-09-27
Capuchino,Mediano,50,1,2023-09-27
Moka,Mediano,50,2,2023-09-30
Moka,Mediano,50,2,2023-10-02
Capuchino,Mediano,50,2,2023-09-27
Americano,Chico,30,3,2023-10-02
Chai,Chico,40,1,2023-09-27
Moka,Chico,40,1,2023-09-25
Frapuchino,Grande,70,3,2023-09-30
Capuchino,Chico,40,3,2023-09-29
Frapuchino,Chico,50,1,2023-09-25
Chai,Mediano,50,3,2023-09-27
Frapuchino,Mediano,60,2,2023-09-26
Chai,Grande,60,3,2023-09-30
Capuchino,Grande,60,2,2023-09-27
Chai,Mediano,50,1,2023-10-02
Moka,Grande,60,3,2023-10-01
Moka,Chico,40,1,2023-09-25
Moka,Mediano,50,1,2023-09-30
Frapuchino,Mediano,60,1,2023-09-29
Americano,Mediano,40,2,2023-09-30
Chai,Chico,40,2,2023-10-01
Capuchino,Mediano,50,1,2023-10-02
Chai,Mediano,50,2,2023-09-26
Frapuchino,Mediano,60,3,2023-09-29
Moka,Mediano,50,3,2023-09-29
Moka,Grande,60,1,2023-10-01
Americano,Mediano,40,3,2023-10-02
Capuchino,Grande,60,1,2023-10-02
Frapuchino,Grande,70,2,2023-10-01
Moka,Mediano,50,1,2023-09-25
Frapuchino,Grande,70,2,2023-09-27
Chai,Mediano,50,2,2023-10-01
Americano,Mediano,40,3,2023-09-25
Frapuchino,Chico,50,1,2023-09-29
Capuchino,Mediano,50,2,2023-10-01
Chai,Grande,60,2,2023-09-30
Frapuchino,Grande,70,1,2023-09-27
Americano,Grande,50,1,2023-10-02
Moka,Grande,60,2,2023-10-01
Capuchino,Mediano,50,2,2023-09-25
Chai,Mediano,50,3,2023-09-30
Moka,Chico,40,1,2023-09-30
Capuchino,Grande,60,2,2023-09-25
Chai,Chico,40,1,2023-09-29
Americano,Grande,50,2,2023-09-27
Moka,Grande,60,2,2023-09-29
Americano,Mediano,40,1,2023-09-28
Moka,Mediano,50,2,2023-09-29
Capuchino,Grande,60,2,2023-09-25
Chai,Mediano,50,3,2023-09-30
Americano,Mediano,40,2,2023-09-28
Americano,Mediano,40,1,2023-09-29
Capuchino,Chico,40,2,2023-10-01
Frapuchino,Chico,50,1,2023-09-25
Americano,Grande,50,2,2023-10-01
Moka,Chico,40,2,2023-10-02
Americano,Grande,50,3,2023-09-27
Americano,Mediano,40,1,2023-09-30
Frapuchino,Grande,70,1,2023-09-25
Americano,Chico,30,1,2023-09-27
Chai,Chico,40,2,2023-09-26
Frapuchino,Grande,70,1,2023-09-27
Frapuchino,Chico,50,3,2023-09-27
Capuchino,Chico,40,3,2023-09-25
Frapuchino,Grande,70,1,2023-09-30
Frapuchino,Mediano,60,2,2023-10-02
Frapuchino,Mediano,60,1,2023-09-30
Americano,Grande,50,3,2023-09-26
Moka,Mediano,50,3,2023-09-29
Chai,Chico,40,3,2023-09-26
Frapuchino,Chico,50,3,2023-09-27
Frapuchino,Mediano,60,2,2023-09-27
Capuchino,Grande,60,1,2023-09-28
Moka,Chico,40,1,2023-09-30
Moka,Grande,60,1,2023-09-25
Capuchino,Mediano,50,2,2023-09-28
Moka,Mediano,50,1,2023-10-01
Moka,Grande,60,2,2023-09-28
Capuchino,Mediano,50,1,2023-10-02
Chai,Mediano,50,1,2023-09-27
Capuchino,Mediano,50,3,2023-09-26
Capuchino,Grande,60,1,2023-09-25
Chai,Chico,40,1,2023-09-29
Chai,Chico,40,1,2023-09-27
Capuchino,Mediano,50,3,2023-09-29
Americano,Mediano,40,3,2023-09-26
Chai,Chico,40,2,2023-09-25
Chai,Chico,40,2,2023-09-30
Moka,Chico,40,1,2023-10-02
Capuchino,Grande,60,3,2023-09-27
Chai,Mediano,50,1,2023-10-02
Frapuchino,Chico,50,3,2023-09-26
Frapuchino,Grande,70,3,2023-09-30
Chai,Chico,40,2,2023-09-30
Americano,Mediano,40,3,2023-10-02
Moka,Mediano,50,1,2023-10-01
Frapuchino,Mediano,60,2,2023-09-26
Frapuchino,Mediano,60,2,2023-10-02
Capuchino,Chico,40,1,2023-09-25
Capuchino,Chico,40,2,2023-10-02
Chai,Grande,60,2,2023-09-27
Americano,Mediano,40,1,2023-09-26
Capuchino,Chico,40,3,2023-09-25
Moka,Mediano,50,2,2023-10-01
Frapuchino,Mediano,60,2,2023-09-27
Americano,Chico,30,1,2023-09-30
Chai,Grande,60,2,2023-09-30
Americano,Mediano,40,1,2023-09-25
Chai,Grande,60,1,2023-10-02
Moka,Grande,60,3,2023-10-01
Capuchino,Grande,60,3,2023-09-29
Americano,Mediano,40,2,2023-10-02
Frapuchino,Mediano,60,3,2023-10-02
Capuchino,Chico,40,1,2023-09-29
Frapuchino,Chico,50,3,2023-09-25
Chai,Grande,60,3,2023-10-02
Capuchino,Grande,60,3,2023-09-29
Frapuchino,Grande,70,3,2023-09-30
Moka,Grande,60,1,2023-09-29
Americano,Grande,50,1,2023-09-26
Chai,Mediano,50,3,2023-10-01
Moka,Grande,60,2,2023-09-28
Moka,Chico,40,2,2023-09-27
Moka,Chico,40,3,2023-09-27
Americano,Mediano,40,3,2023-10-01
Chai,Chico,40,3,2023-09-29
Capuchino,Grande,60,2,2023-09-29
Americano,Mediano,40,1,2023-09-27
Frapuchino,Grande,70,3,2023-09-27
Moka,Grande,60,2,2023-09-25
Frapuchino,Grande,70,3,2023-09-25
Capuchino,Mediano,50,2,2023-09-27
Capuchino,Mediano,50,3,2023-09-26
Americano,Mediano,40,2,2023-10-02
Moka,Chico,40,2,2023-09-25
Chai,Grande,60,1,2023-09-29
Frapuchino,Chico,50,2,2023-09-30
Chai,Chico,40,2,2023-09-29
Chai,Chico,40,2,2023-09-30
Americano,Chico,30,2,2023-09-30
Capuchino,Grande,60,2,2023-09-28
Americano,Grande,50,1,2023-09-29
Moka,Chico,40,3,2023-09-27
Frapuchino,Mediano,60,1,2023-09-26
Chai,Mediano,50,3,2023-09-27
Frapuchino,Chico,50,2,2023-09-25
Frapuchino,Chico,50,2,2023-10-02
Frapuchino,Chico,50,3,2023-10-01
Americano,Mediano,40,2,2023-09-27
Americano,Mediano,40,3,2023-10-02
Frapuchino,Grande,70,3,2023-09-28
Frapuchino,Mediano,60,3,2023-09-25
Frapuchino,Mediano,60,2,2023-09-29
Capuchino,Grande,60,3,2023-10-02
Frapuchino,Mediano,60,3,2023-09-30
Moka,Grande,60,1,2023-09-26
Americano,Mediano,40,2,2023-09-29
Capuchino,Mediano,50,2,2023-09-29
Americano,Chico,30,1,2023-09-26
Americano,Mediano,40,2,2023-09-29
Americano,Chico,30,2,2023-09-29
Americano,Chico,30,1,2023-09-27
Capuchino,Grande,60,3,2023-09-30
Americano,Chico,30,1,2023-09-29
Frapuchino,Grande,70,2,2023-09-29
Frapuchino,Mediano,60,2,2023-09-29
Capuchino,Mediano,50,1,2023-09-29
Frapuchino,Chico,50,2,2023-09-27
Americano,Mediano,40,2,2023-09-25
Moka,Chico,40,1,2023-09-28
Capuchino,Chico,40,2,2023-09-25
Frapuchino,Grande,70,1,2023-09-27
Americano,Grande,50,3,2023-09-27
Americano,Mediano,40,3,2023-09-26
Capuchino,Chico,40,1,2023-09-28
Americano,Chico,30,2,2023-09-25
Moka,Mediano,50,3,2023-09-30
Moka,Mediano,50,2,2023-10-02
Capuchino,Chico,40,3,2023-09-27
Chai,Chico,40,2,2023-09-29
Capuchino,Grande,60,2,2023-09-26
Americano,Grande,50,1,2023-09-29
Moka,Chico,40,1,2023-09-30
Chai,Grande,60,3,2023-09-29
Chai,Mediano,50,3,2023-10-02
Chai,Grande,60,1,2023-09-30
Moka,Chico,40,3,2023-09-28
Chai,Chico,40,2,2023-10-01
Chai,Mediano,50,1,2023-09-28
Frapuchino,Mediano,60,3,2023-09-29
Chai,Chico,40,2,2023-09-29
Frapuchino,Chico,50,2,2023-10-01
Capuchino,Chico,40,1,2023-09-28
Frapuchino,Chico,50,1,2023-09-25
Americano,Mediano,40,2,2023-09-30
Chai,Mediano,50,2,2023-10-01
Chai,Grande,60,1,2023-09-27
Capuchino,Mediano,50,1,2023-09-28
Moka,Grande,60,2,2023-09-26
Americano,Grande,50,2,2023-09-29
Frapuchino,Chico,50,1,2023-10-01
Americano,Mediano,40,3,2023-09-30
Frapuchino,Grande,70,1,2023-10-02
Moka,Grande,60,1,2023-09-25
Chai,Grande,60,2,2023-09-30
Americano,Chico,30,2,2023-10-02
Chai,Mediano,50,1,2023-09-26
Chai,Mediano,50,1,2023-09-29
Americano,Grande,50,2,2023-09-29
Moka,Chico,40,1,2023-09-28
Frapuchino,Grande,70,2,2023-09-28
Capuchino,Grande,60,3,2023-09-28
Frapuchino,Chico,50,2,2023-09-28
Americano,Chico,30,1,2023-09-27
Capuchino,Mediano,50,3,2023-10-02
Americano,Mediano,40,3,2023-09-29
Capuchino,Grande,60,3,2023-09-28
Moka,Mediano,50,3,2023-09-27
Moka,Grande,60,3,2023-09-27
Americano,Chico,30,2,2023-09-29
Americano,Mediano,40,3,2023-09-29
Capuchino,Chico,40,3,2023-09-28
Frapuchino,Chico,50,2,2023-09-27
Americano,Mediano,40,3,2023-09-29
Capuchino,Mediano,50,2,2023-09-30
Moka,Chico,40,2,2023-10-01
Capuchino,Chico,40,1,2023-09-26
Americano,Grande,50,3,2023-09-30
Moka,Chico,40,3,2023-10-02
Moka,Grande,60,3,2023-09-29
Chai,Mediano,50,2,2023-09-27
Capuchino,Chico,40,3,2023-09-28
Capuchino,Grande,60,3,2023-09-26
Americano,Mediano,40,1,2023-09-26
Frapuchino,Mediano,60,2,2023-09-25
Chai,Grande,60,2,2023-09-25
Chai,Grande,60,1,2023-10-01
Capuchino,Grande,60,3,2023-09-25
Chai,Grande,60,1,2023-09-27
Americano,Mediano,40,2,2023-09-25
Capuchino,Chico,40,1,2023-09-25
Capuchino,Grande,60,2,2023-09-29
Americano,Grande,50,3,2023-09-30
Moka,Grande,60,2,2023-09-25
Moka,Grande,60,1,2023-09-27
Capuchino,Grande,60,3,2023-09-28
Capuchino,Chico,40,1,2023-09-30
Moka,Chico,40,2,2023-09-29
Frapuchino,Chico,50,3,2023-10-02
Capuchino,Mediano,50,1,2023-09-30
Chai,Chico,40,2,2023-09-25
Capuchino,Mediano,50,1,2023-09-30
Frapuchino,Grande,70,2,2023-09-28
Frapuchino,Chico,50,3,2023-10-02
Americano,Mediano,40,2,2023-09-26
Frapuchino,Mediano,60,2,2023-09-26
Capuchino,Mediano,50,1,2023-09-27
Frapuchino,Grande,70,3,2023-09-30
Chai,Mediano,50,2,2023-09-29
Capuchino,Grande,60,1,2023-09-28
Moka,Mediano,50,2,2023-09-28
Americano,Grande,50,3,2023-09-25
Capuchino,Chico,40,1,2023-09-27
Chai,Mediano,50,1,2023-09-30
Moka,Mediano,50,3,2023-09-26
Capuchino,Grande,60,3,2023-09-25
Frapuchino,Chico,50,3,2023-10-02
Chai,Mediano,50,1,2023-10-02
Americano,Mediano,40,2,2023-09-26
Capuchino,Grande,60,2,2023-09-29
Moka,Chico,40,3,2023-09-27
Chai,Chico,40,2,2023-10-02
Frapuchino,Chico,50,2,2023-09-28
Moka,Grande,60,3,2023-09-27
Americano,Chico,30,3,2023-09-27
Moka,Chico,40,2,2023-09-29
Americano,Chico,30,1,2023-10-02
Moka,Grande,60,2,2023-09-26
Americano,Chico,30,2,2023-09-27
Moka,Mediano,50,1,2023-09-28
Americano,Mediano,40,1,2023-09-25
Americano,Grande,50,1,2023-09-30
Frapuchino,Grande,70,3,2023-09-28
Frapuchino,Mediano,60,3,2023-09-28
Moka,Chico,40,1,2023-10-02
Americano,Mediano,40,3,2023-09-27
Capuchino,Mediano,50,3,2023-09-25
Capuchino,Chico,40,2,2023-10-02
Capuchino,Grande,60,2,2023-09-27
Americano,Grande,50,2,2023-09-27
Capuchino,Chico,40,3,2023-09-25
Capuchino,Chico,40,1,2023-09-25
Capuchino,Grande,60,3,2023-09-25
Chai,Mediano,50,1,2023-09-26
Frapuchino,Mediano,60,2,2023-10-01
Moka,Grande,60,3,2023-10-01
Capuchino,Chico,40,3,2023-09-27
Capuchino,Mediano,50,1,2023-09-26
Frapuchino,Grande,70,1,2023-10-02
Americano,Grande,50,1,2023-09-28
Frapuchino,Grande,70,3,2023-09-28
Moka,Mediano,50,1,2023-10-02
Capuchino,Mediano,50,1,2023-09-29
Moka,Mediano,50,3,2023-09-27
Chai,Chico,40,1,2023-09-25
Americano,Grande,50,3,2023-10-02
Moka,Mediano,50,3,2023-09-27
Americano,Chico,30,3,2023-09-29
Chai,Mediano,50,3,2023-10-01
Frapuchino,Chico,50,1,2023-09-28
Americano,Chico,30,1,2023-09-27
Chai,Mediano,50,3,2023-09-25
Americano,Chico,30,2,2023-09-29
Capuchino,Mediano,50,3,2023-09-28
Capuchino,Chico,40,1,2023-10-02
Americano,Grande,50,2,2023-09-26
Moka,Chico,40,2,2023-10-01
Chai,Chico,40,2,2023-09-29
Frapuchino,Mediano,60,3,2023-09-29
Americano,Mediano,40,2,2023-09-30
Moka,Mediano,50,3,2023-09-28
Moka,Grande,60,3,2023-10-02
Capuchino,Chico,40,3,2023-09-29
Capuchino,Chico,40,2,2023-10-02
Chai,Grande,60,3,2023-09-29
Frapuchino,Chico,50,3,2023-09-27
Chai,Grande,60,2,2023-09-27
Americano,Grande,50,1,2023-09-30
Capuchino,Chico,40,1,2023-10-01
Chai,Mediano,50,3,2023-09-26
Moka,Mediano,50,3,2023-09-29
Frapuchino,Chico,50,3,2023-09-28
Chai,Chico,40,1,2023-09-25
Chai,Mediano,50,1,2023-10-02
Moka,Chico,40,2,2023-09-26
Capuchino,Grande,60,2,2023-10-01
Frapuchino,Mediano,60,2,2023-10-01
Moka,Chico,40,1,2023-09-30
Moka,Mediano,50,1,2023-09-30
Moka,Grande,60,3,2023-09-28
Moka,Mediano,50,1,2023-09-25
Moka,Grande,60,1,2023-10-01
Moka,Grande,60,3,2023-10-01
Moka,Mediano,50,1,2023-09-25
Chai,Grande,60,2,2023-09-29
Frapuchino,Chico,50,1,2023-10-02
Chai,Chico,40,1,2023-09-27
Capuchino,Grande,60,2,2023-09-29
Frapuchino,Chico,50,3,2023-10-01
Capuchino,Grande,60,1,2023-09-28
Chai,Chico,40,2,2023-10-01
Capuchino,Mediano,50,2,2023-09-28
Moka,Mediano,50,2,2023-09-26
Capuchino,Grande,60,3,2023-09-27
Capuchino,Grande,60,3,2023-09-29
Chai,Grande,60,3,2023-10-01
Capuchino,Chico,40,1,2023-09-27
Capuchino,Chico,40,1,2023-09-28
Americano,Grande,50,2,2023-09-27
Americano,Grande,50,1,2023-10-01
Moka,Chico,40,3,2023-09-25
Chai,Grande,60,1,2023-10-02
Americano,Chico,30,3,2023-09-27
Moka,Grande,60,3,2023-09-29
Americano,Grande,50,1,2023-09-25
Americano,Grande,50,3,2023-10-01
Moka,Grande,60,1,2023-09-28
Frapuchino,Chico,50,1,2023-09-26
Americano,Mediano,40,3,2023-09-26
Chai,Chico,40,1,2023-09-26
Moka,Mediano,50,2,2023-09-27
Frapuchino,Grande,70,1,2023-09-25
Chai,Mediano,50,2,2023-09-28
Americano,Mediano,40,3,2023-10-01
Capuchino,Mediano,50,2,2023-09-28
Moka,Mediano,50,3,2023-09-27
Moka,Mediano,50,2,2023-09-30
Chai,Grande,60,2,2023-09-28
Chai,Mediano,50,2,2023-10-01
Americano,Grande,50,3,2023-09-29
Chai,Mediano,50,1,2023-09-25
Chai,Mediano,50,3,2023-10-02
Chai,Chico,40,1,2023-09-27
Capuchino,Chico,40,2,2023-10-02
Americano,Grande,50,3,2023-10-01
Moka,Grande,60,1,2023-10-02
Frapuchino,Chico,50,3,2023-10-01
Chai,Mediano,50,2,2023-09-25
Americano,Grande,50,1,2023-09-29
Americano,Grande,50,2,2023-10-02
Frapuchino,Grande,70,3,2023-09-28
Moka,Grande,60,1,2023-10-01
Chai,Chico,40,1,2023-09-27
Chai,Mediano,50,2,2023-09-27
Americano,Grande,50,1,2023-09-29
Moka,Grande,60,3,2023-10-02
Frapuchino,Chico,50,1,2023-09-30
Capuchino,Chico,40,2,2023-09-28
Frapuchino,Chico,50,1,2023-09-28
Frapuchino,Grande,70,2,2023-10-02
Chai,Chico,40,1,2023-10-02
Moka,Chico,40,3,2023-09-26
Capuchino,Mediano,50,2,2023-09-30
Frapuchino,Mediano,60,3,2023-09-28
Americano,Grande,50,3,2023-10-01
Chai,Grande,60,1,2023-10-02
Frapuchino,Chico,50,3,2023-09-27
Frapuchino,Chico,50,1,2023-09-27
Capuchino,Mediano,50,3,2023-09-25
Chai,Mediano,50,1,2023-09-27
Frapuchino,Chico,50,2,2023-10-01
Moka,Chico,40,2,2023-09-25
Moka,Chico,40,2,2023-10-01
Capuchino,Mediano,50,1,2023-09-28
Capuchino,Mediano,50,2,2023-09-27
Capuchino,Grande,60,1,2023-09-28
Chai,Grande,60,1,2023-10-02
Chai,Mediano,50,1,2023-09-30
Frapuchino,Mediano,60,3,2023-09-28
Americano,Grande,50,1,2023-09-27
Chai,Chico,40,2,2023-10-02
Moka,Grande,60,3,2023-09-26
Capuchino,Chico,40,2,2023-10-02
Capuchino,Mediano,50,1,2023-10-01
Capuchino,Grande,60,3,2023-09-27
Frapuchino,Chico,50,1,2023-10-01
Americano,Chico,30,1,2023-09-25
Chai,Grande,60,1,2023-10-01
Chai,Grande,60,2,2023-09-25
Frapuchino,Grande,70,2,2023-09-25
Americano,Chico,30,2,2023-09-26
Moka,Chico,40,3,2023-09-27
Chai,Chico,40,1,2023-09-28
Moka,Chico,40,2,2023-09-29
Chai,Grande,60,2,2023-09-26
Moka,Mediano,50,1,2023-09-29
Americano,Mediano,40,2,2023-10-02
Frapuchino,Grande,70,2,2023-09-25
Moka,Chico,40,1,2023-09-29
Capuchino,Mediano,50,2,2023-10-01
Moka,Mediano,50,3,2023-09-25
Frapuchino,Grande,70,2,2023-09-29
Capuchino,Grande,60,3,2023-09-30
Capuchino,Mediano,50,3,2023-09-26
Moka,Chico,40,2,2023-09-27
Capuchino,Mediano,50,2,2023-09-26
Chai,Grande,60,3,2023-09-28
Americano,Mediano,40,2,2023-09-30
Chai,Grande,60,3,2023-09-28
Americano,Grande,50,1,2023-09-29
Capuchino,Grande,60,1,2023-09-26
Chai,Chico,40,1,2023-10-02
Frapuchino,Grande,70,3,2023-09-26
Frapuchino,Mediano,60,2,2023-09-29
Frapuchino,Chico,50,1,2023-09-29
Americano,Chico,30,3,2023-09-26
Moka,Grande,60,1,2023-10-01
Americano,Mediano,40,1,2023-10-01
Frapuchino,Chico,50,2,2023-10-02
Americano,Chico,30,1,2023-09-26
Frapuchino,Chico,50,3,2023-10-01
Moka,Grande,60,2,2023-09-28
Americano,Grande,50,2,2023-09-25
Frapuchino,Chico,50,2,2023-09-27
Capuchino,Mediano,50,2,2023-10-02
Chai,Grande,60,3,2023-10-01
Chai,Mediano,50,1,2023-10-02
Capuchino,Mediano,50,2,2023-10-01
Capuchino,Mediano,50,1,2023-09-27
Frapuchino,Grande,70,3,2023-09-27
Capuchino,Grande,60,2,2023-10-01
Americano,Chico,30,3,2023-10-02
Frapuchino,Chico,50,2,2023-09-28
Chai,Mediano,50,2,2023-10-02
Capuchino,Grande,60,2,2023-09-28
Capuchino,Chico,40,2,2023-10-01
Americano,Grande,50,3,2023-09-30
Capuchino,Mediano,50,3,2023-09-29
Frapuchino,Mediano,60,1,2023-09-25
Frapuchino,Mediano,60,1,2023-09-29
Frapuchino,Grande,70,1,2023-09-26
Moka,Mediano,50,1,2023-09-28
Moka,Grande,60,1,2023-09-28
Capuchino,Grande,60,2,2023-10-01
Americano,Chico,30,2,2023-10-01
Americano,Chico,30,2,2023-09-28
Chai,Mediano,50,1,2023-10-02
Moka,Chico,40,2,2023-09-25
Chai,Chico,40,1,2023-09-29
Moka,Grande,60,1,2023-09-25
Moka,Chico,40,1,2023-09-25
Capuchino,Mediano,50,3,2023-09-25
Chai,Chico,40,3,2023-09-26
Chai,Grande,60,2,2023-09-28
Moka,Chico,40,3,2023-10-01
Americano,Grande,50,3,2023-10-01
Americano,Chico,30,2,2023-10-02
Capuchino,Chico,40,3,2023-09-27
Frapuchino,Grande,70,1,2023-10-01
Moka,Chico,40,3,2023-09-29
Americano,Chico,30,2,2023-09-28
Frapuchino,Grande,70,3,2023-09-25
Americano,Mediano,40,3,2023-09-25
Americano,Grande,50,1,2023-09-29
Moka,Mediano,50,3,2023-10-01
Americano,Grande,50,1,2023-10-01
Chai,Chico,40,1,2023-10-02
Americano,Chico,30,2,2023-09-26
Americano,Chico,30,1,2023-09-28
Chai,Grande,60,2,2023-09-30
Capuchino,Chico,40,3,2023-10-01
Chai,Chico,40,2,2023-09-30
Capuchino,Mediano,50,2,2023-10-01
Chai,Grande,60,1,2023-09-29
Moka,Mediano,50,2,2023-09-26
Chai,Chico,40,2,2023-09-28
Frapuchino,Chico,50,1,2023-09-25
Moka,Chico,40,1,2023-09-26
Americano,Chico,30,3,2023-10-01
Moka,Mediano,50,1,2023-09-28
Americano,Chico,30,3,2023-09-26
Chai,Mediano,50,2,2023-09-30
Capuchino,Chico,40,1,2023-09-27
Capuchino,Mediano,50,1,2023-09-29
Frapuchino,Grande,70,1,2023-09-28
Capuchino,Chico,40,1,2023-10-01
Chai,Grande,60,3,2023-09-25
Chai,Mediano,50,3,2023-09-27
Moka,Grande,60,1,2023-09-25
Moka,Chico,40,2,2023-09-26
Americano,Chico,30,1,2023-09-28
Chai,Chico,40,1,2023-09-30
Americano,Mediano,40,2,2023-10-01
Frapuchino,Grande,70,3,2023-09-29
Americano,Chico,30,3,2023-10-02
Moka,Chico,40,2,2023-10-01
Frapuchino,Grande,70,1,2023-09-27
Capuchino,Mediano,50,2,2023-09-27
Frapuchino,Grande,70,1,2023-09-29
Capuchino,Mediano,50,1,2023-10-01
Moka,Grande,60,1,2023-09-29
Chai,Chico,40,3,2023-09-30
Capuchino,Mediano,50,2,2023-09-30
Capuchino,Grande,60,2,2023-09-30
Americano,Mediano,40,3,2023-09-27
Capuchino,Mediano,50,1,2023-09-26
Chai,Grande,60,1,2023-10-01
Americano,Mediano,40,1,2023-09-29
Frapuchino,Grande,70,3,2023-09-26
Moka,Chico,40,1,2023-09-29
Capuchino,Chico,40,3,2023-09-28
